prompt_strategy,iou_mean,iou_std,dice_mean,dice_std,f1_mean,f1_std,boundary_prec_mean,boundary_prec_std,boundary_recall_mean,boundary_f1_mean,s_alpha_mean,e_phi_mean,f_beta_w_mean,mae_mean,num_samples,ablation_name,decoder_path
Center-of-Mass (Single),0.7076257810213022,0.27123343839955405,0.7890310235448847,0.25447875434077083,0.7890310235448849,0.25447875434077083,0.6754478177024315,0.2829995490535593,0.6989305424506793,0.6647908579929722,0.8175183351438315,0.9245542786465327,0.7809418691581095,0.04429143776101926,500,bce_heavy,checkpoints/ablation/camo_decoder_bce_heavy.pth
Multi-Point Grid (4 pts),0.7303525682373047,0.250287973597805,0.811646567742774,0.2289021241903633,0.811646567742774,0.2289021241903633,0.6960001963905186,0.2765767746964886,0.7092131711320179,0.6819352734102354,0.8344877576659502,0.9349371990995414,0.8140966089435473,0.03938948622250547,500,bce_heavy,checkpoints/ablation/camo_decoder_bce_heavy.pth
