prompt_strategy,iou_mean,iou_std,dice_mean,dice_std,f1_mean,f1_std,boundary_prec_mean,boundary_prec_std,boundary_recall_mean,boundary_f1_mean,s_alpha_mean,e_phi_mean,f_beta_w_mean,mae_mean,num_samples,ablation_name,decoder_path
Center-of-Mass (Single),0.7284930710163261,0.2526304503570765,0.8095664437403691,0.2321252779787911,0.8095664437403691,0.2321252779787911,0.6875952269940266,0.27290639904111785,0.7199560830285359,0.6826118625633332,0.8290996204828179,0.9319237701187422,0.8008881062315983,0.04267930188543228,500,dice_heavy,checkpoints/ablation/camo_decoder_dice_heavy.pth
Multi-Point Grid (4 pts),0.7424265111954614,0.23853437049612194,0.8232682741562867,0.21490397278055726,0.8232682741562867,0.21490397278055723,0.693788185551066,0.2684811253247077,0.7301954676254132,0.6890272179829982,0.8401944082576185,0.938113246395109,0.8162616298947832,0.03710217272411751,500,dice_heavy,checkpoints/ablation/camo_decoder_dice_heavy.pth
