prompt_strategy,iou_mean,iou_std,dice_mean,dice_std,f1_mean,f1_std,boundary_prec_mean,boundary_prec_std,boundary_recall_mean,boundary_f1_mean,s_alpha_mean,e_phi_mean,f_beta_w_mean,mae_mean,num_samples,ablation_name,decoder_path
Center-of-Mass (Single),0.7123251776754809,0.26988135977302086,0.7926685207890923,0.25358100865549194,0.7926685207890923,0.25358100865549194,0.6671778621555348,0.28195161891621656,0.7144510201103648,0.6659454429797607,0.815074963513285,0.922775779501093,0.7781364636407523,0.046330026951621826,500,dice_only,checkpoints/ablation/camo_decoder_dice_only.pth
Multi-Point Grid (4 pts),0.7359894889865731,0.25071079330675666,0.8153577029089679,0.2292220857647965,0.8153577029089679,0.2292220857647965,0.6894840721147059,0.2709577217118486,0.7323780183153714,0.6872411493184959,0.8339539654856615,0.935122378581617,0.807261790350549,0.03864489098671759,500,dice_only,checkpoints/ablation/camo_decoder_dice_only.pth
