image_path,category,prompt_strategy,model,iou,dice,f1,boundary_prec,boundary_recall,boundary_f1,s_alpha,e_phi,f_beta_w,mae,fg_pixel_count,fg_pixel_ratio,image_brightness,gt_aspect_ratio
data/nc4k/Imgs/1002.jpg,Unknown,Center-of-Mass (Single),base,0.4750545225622232,0.6441179160442643,0.6441179160442643,0.6803705848291836,0.3602084610668302,0.47103627981559426,0.7943038312365729,0.862634126060507,0.7888147124316278,0.039478667857046235,44095,0.07455935665395125,185.29957660363067,1.0311004784688995
data/nc4k/Imgs/1003.jpg,Unknown,Center-of-Mass (Single),base,0.8132931856761781,0.8970344035930413,0.8970344035930412,0.7177914110429447,0.46111547525530244,0.561511229570521,0.9015681531446537,0.9687664387136646,0.9666017837610714,0.02718152397764048,98506,0.14490438364224772,100.76162106501913,1.4193548387096775
data/nc4k/Imgs/1004.jpg,Unknown,Center-of-Mass (Single),base,0.8156048273926466,0.8984387076827949,0.898438707682795,0.8287671232876712,0.8714285714285714,0.8495626151012892,0.9338606720147458,0.9892391929877737,0.9507698685273203,0.005069444444444444,3506,0.02705246913580247,61.432554012345676,1.0
data/nc4k/Imgs/1005.jpg,Unknown,Center-of-Mass (Single),base,0.9643161134027368,0.9818339388687044,0.9818339388687044,1.0,0.998812351543943,0.9994058229352347,0.9852430816428768,0.9938861347118306,0.998753525342786,0.0068295739348370925,30349,0.19015664160401002,200.03823934837092,1.1121495327102804
data/nc4k/Imgs/1006.jpg,Unknown,Center-of-Mass (Single),base,0.020606557988585072,0.04038100250736493,0.040381002507364934,0.0,0.0,0.0,0.2283471165850445,0.2772533828588668,0.08330002156491689,0.5381761382737105,268070,0.5494994301457024,111.1874410672264,1.71900826446281
data/nc4k/Imgs/1007.jpg,Unknown,Center-of-Mass (Single),base,0.024726132143191536,0.04825900573351709,0.048259005733517095,0.0,0.0,0.0,0.022569447389045552,0.34296338626430134,0.003753986958950662,0.7233506944444444,3169,0.01833912037037037,98.04455439814815,1.1904761904761905
data/nc4k/Imgs/1008.jpg,Unknown,Center-of-Mass (Single),base,0.8142190305206464,0.8975972766496457,0.8975972766496457,0.9473684210526315,0.8986384266263238,0.922360248447205,0.918313130153978,0.9919752343033419,0.9515872618008174,0.00995995995995996,12503,0.04813659813659814,139.41892276892276,1.9652777777777777
data/nc4k/Imgs/1009.jpg,Unknown,Center-of-Mass (Single),base,0.9294025945103279,0.963409707393086,0.963409707393086,0.9970149253731343,0.9985401459854014,0.9977769528093813,0.9751873078276079,0.9948068926343918,0.995702136541085,0.0052833333333333335,17865,0.0744375,153.141475,1.9015151515151516
data/nc4k/Imgs/101.jpg,Unknown,Center-of-Mass (Single),base,0.35648818137964305,0.5256045519203414,0.5256045519203414,0.654690618762475,0.2588532883642496,0.3710140655656163,0.6296172860589273,0.7903927177791716,0.6429076975172044,0.05558333333333333,10101,0.084175,113.8643,2.04
data/nc4k/Imgs/1010.jpg,Unknown,Center-of-Mass (Single),base,0.6920750151240169,0.818019306399714,0.818019306399714,0.8148148148148148,0.6687116564417178,0.7345688466840251,0.9021639627013877,0.9879212216412441,0.9071657537961761,0.0013235905970459746,1545,0.004017578531308508,125.53923444976077,1.3571428571428572
data/nc4k/Imgs/1011.jpg,Unknown,Center-of-Mass (Single),base,0.9251371831721975,0.9611129962673906,0.9611129962673906,0.6648351648351648,1.0,0.7986798679867987,0.9648524768154615,0.9974496052249621,0.8571122354927737,0.0032100840336134456,7338,0.041109243697478995,129.34750140056022,1.2989690721649485
data/nc4k/Imgs/1014.jpg,Unknown,Center-of-Mass (Single),base,0.9677297023981508,0.9836002386087276,0.9836002386087276,0.7221324717285945,0.7243642329778507,0.7232466306907199,0.9801454944970758,0.9887831130452137,0.9992949036962265,0.01334245893479343,165842,0.4127476356396217,116.40357889497263,1.1893203883495145
data/nc4k/Imgs/1015.jpg,Unknown,Center-of-Mass (Single),base,0.8081269013472403,0.8938829467612066,0.8938829467612066,0.6022727272727273,0.9395017793594306,0.7340065573770492,0.8909147468496075,0.9925470642001721,0.9365471329355679,0.007358333333333333,3986,0.033216666666666665,101.81285,1.7741935483870968
data/nc4k/Imgs/1016.jpg,Unknown,Center-of-Mass (Single),base,0.004508420435477023,0.008976371613734251,0.008976371613734251,0.6053459119496856,0.17312894499549145,0.2692518535651648,0.3486978513487283,0.5560280107612452,0.0015621795425335644,0.24076591333600633,39740,0.1943143256696363,104.8557507065531,2.481651376146789
